date;plant_code;material;material_note;safety_time_workdays_actual;actual_demand;delivery_time;minimum_order_quantity;stock_correction;scrap;safety_stock_units;supplier_plant_distance;reliability_random;reliability_calc;inventory_on_hand;goods_receipt_qty;review_period_days;unit_cost;holding_cost_rate;ordering_cost;is_working_day;is_ordering_day;service_level_target;transportation_network
2026-01-07;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-08;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;12;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-09;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;7;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-10;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-11;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-12;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;7;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-13;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-14;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;13;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-15;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-16;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-17;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-18;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-19;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;2;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-20;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;11;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-21;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;10;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-22;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-23;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-24;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-25;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-26;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;13;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-27;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-28;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;5;3;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-29;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;9;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-30;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;10;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-01-31;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-01;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-02;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-03;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;8;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-04;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-05;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;7;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-06;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;3;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-07;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-08;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-09;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;5;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-10;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-11;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-12;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;9;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-13;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;7;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-14;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-15;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-16;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-17;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-18;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;12;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-19;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-20;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-21;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-22;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-23;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;11;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-24;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;10;3;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-25;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-26;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;5;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-27;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;8;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-02-28;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-01;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-02;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-03;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;9;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-04;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-05;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;5;3;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-06;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-07;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-08;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-09;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-10;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;260;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-11;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-12;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-13;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-14;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-15;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-16;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-17;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-18;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;13;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-19;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;7;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-20;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-21;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-22;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-23;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;2;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-24;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-25;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-26;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-27;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;13;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-28;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-29;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-30;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;8;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-03-31;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-01;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;10;4;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-02;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;9;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-03;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-04;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-05;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-06;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;5;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-07;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-08;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;10;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-09;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-10;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;5;3;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-11;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-12;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-13;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-14;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-15;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-16;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;8;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-17;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-18;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-19;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-20;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;5;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-21;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;11;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-22;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-23;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;9;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-24;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;10;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-25;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-26;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-27;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-28;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;11;1;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-29;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-04-30;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;10;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-01;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-02;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-03;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-04;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-05;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;7;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-06;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-07;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;13;1;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-08;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;7;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-09;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-10;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-11;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-12;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-13;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-14;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;9;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-15;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-16;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-17;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-18;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;13;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-19;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;6;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-20;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;5;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-21;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-22;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-23;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-24;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-25;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;13;2;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-26;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-27;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;9;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-28;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-29;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;4;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-30;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
2026-05-31;SYN_C;MAT_REPAIRED;Synthetic intermittent fixture;1;0;;25;0;0;60;250;0.96;0.95;;0;7;18.0;0.12;75;0;0;0.95;Synthetic road
